Nama Produk;label;text_cleaned;text_stopwords_removed;clean_text;token_awal;token_akhir;reduksi;persen_%
PLASTIK KRESEK SABLON MURAH - CUSTOM NAMA - PLASTIK DOKTER - PLASTIK BIDAN - PLASTIK KLINIK - MINIMAL 1000 LEMBAR;Kesehatan;plastik kresek sablon murah custom nama plastik dokter plastik bidan plastik klinik minimal lembar;plastik kresek sablon custom nama plastik dokter plastik bidan plastik klinik;plastik kresek sablon custom nama plastik dokter plastik bidan plastik klinik;20;11;9;45
Recharge Axis;Tagihan;recharge axis;recharge axis;recharge axis axis;2;3;0;0
Beryls Tiramisu Chocolate 200g Original;Konsumsi;beryls tiramisu chocolate g original;beryls tiramisu chocolate;beryls tiramisu chocolate;5;3;2;40
Token Listrik 20 20000 / Pulsa Listrik PLN 20K Murah;Tagihan;token listrik pulsa listrik pln k murah;token listrik pulsa listrik pln;token pln pulsa listrik listrik;10;5;5;50
Kue putu singkong;Konsumsi;kue putu singkong;kue putu singkong;kue putu singkong;3;3;0;0
(100 Lembr ) STRUK TOKEN LISTRIK UK.10.5X4.5 CM | NOTA TOKEN LISTRIK MURAH;Tagihan;lembr struk token listrik ukx cm nota token listrik murah;lembr struk token listrik ukx token listrik;lembr struk token ukx token listrik;13;6;6;46.2
Seblak Instan Komplit Gurih Enak Seafood;Konsumsi;seblak instan komplit gurih enak seafood;seblak gurih seafood;seblak gurih seafood;6;3;3;50
XPRESS ! 12 24 Sutra Merah Sutra Ok Hitam Gerigi Biru Plus RM Lubrikan Kondom Pelumas Pv;Kesehatan;xpress sutra merah sutra ok hitam gerigi biru plus rm lubrikan kondom pelumas pv;xpress sutra sutra ok gerigi rm lubrikan kondom pelumas pv;xpress sutra sutra ok gerigi rm lubrikan kondom lumas pv;17;10;7;41.2
(Paket Hemat) 2Pcs Madu An Nahl Sehato 2 Kg - Bantu Menjaga Daya Tahan Tubuh;Konsumsi;paket hemat pcs madu an nahl sehato kg bantu menjaga daya tahan tubuh;madu an nahl sehato bantu menjaga daya tahan tubuh;madu an nahl sehato bantu jaga daya tahan tubuh;15;9;6;40
Totole 80gr Kaldu Penyedap rasa Jamur TERMURAH GROSIR RESELLER Stok Baru Exp Jauh Ekonomis;Konsumsi;totole gr kaldu penyedap rasa jamur termurah grosir reseller stok baru exp jauh ekonomis;totole kaldu penyedap jamur exp;totole kaldu sedap jamur exp;14;5;9;64.3
Delman / Horse Carriage;Transport;delman horse carriage;delman horse carriage;delman carriage horse;4;3;1;25
ragi tape cap NKL / ragi tape untuk pakan semut jepang;Konsumsi;ragi tape cap nkl ragi tape untuk pakan semut jepang;ragi tape cap nkl ragi tape pakan semut jepang;ragi tape cap nkl ragi tape pakan semut jepang;11;9;2;18.2
Kereta Cepat / High Speed Rail;Transport;kereta cepat high speed rail;kereta high speed rail;kereta high speed rail;6;4;2;33.3
Askrida Kendaraan;Tagihan;askrida kendaraan;askrida kendaraan;askrida kendara askrida;2;3;0;0
Madu Randu Super Premium,100% Asli Murni,Full Nektar,1 Kg;Konsumsi;madu randu super premium asli murnifull nektar kg;madu randu murnifull nektar;madu randu murnifull nektar;8;4;4;50
Token Listrik 20k 50k 100k Proses Cepat Murah;Tagihan;token listrik k k k proses cepat murah;token listrik proses;token proses listrik;8;3;5;62.5
Good Day Cappuccino Sachet 25gr Kopi Harum;Konsumsi;good day cappuccino sachet gr kopi harum;good day cappuccino kopi;good day cappuccino kopi;7;4;3;42.9
All Nippon Airways (ANA);Transport;all nippon airways ana;nippon airways ana;nippon nippon airways ana;4;4;1;25
Es Teh Poci All Varian 1 Renteng Isi 10pcs | Teh Tarik Gula Aren/Sakura Matcha/Pandan Vanila/Teh Krampul;Konsumsi;es teh poci all varian renteng isi pcs teh tarik gula arensakura matchapandan vanilateh krampul;es teh poci varian renteng teh tarik gula arensakura matchapandan vanilateh krampul;es teh poci varian renteng teh tarik gula arensakura matchapandan vanilateh krampul;17;12;5;29.4
MX Player;Langganan;mx player;mx player;mx player;2;2;0;0
Industrial Kerosene / Minyak Tanah Industri;Transport;industrial kerosene minyak tanah industri;industrial kerosene minyak tanah industri;industrial tanah minyak kerosene industri;6;5;1;16.7
Aris Trans;Transport;aris trans;aris trans;aris trans;2;2;0;0
Kurma Palm Fruit 500gr original | Palm Fruut Tunisia Tangkai;Konsumsi;kurma palm fruit gr original palm fruut tunisia tangkai;kurma palm fruit palm fruut tunisia tangkai;kurma palm fruit palm fruut tunisia tangkai;10;7;3;30
Keripik Usus Ayam Pedas Daun Jeruk 500gr - Gurih, Renyah, dan Pedas;Konsumsi;keripik usus ayam pedas daun jeruk gr gurih renyah dan pedas;keripik usus ayam daun jeruk gurih renyah;keripik usus ayam daun jeruk gurih renyah;12;7;5;41.7
Detik;Langganan;detik;detik;detik detik;1;2;0;0
Roti Jos Gepeng Isi 10 Per Pack 4 Rasa;Konsumsi;roti jos gepeng isi per pack rasa;roti jos;roti jos;9;2;7;77.8
Notesnook;Langganan;notesnook;notesnook;notesnook notesnook;1;2;0;0
Gomina - Susu Etawa Spirulina Biru Herbal Alami Asli Original 100% Bantu Redakan Asma dan Infeksi Pernafasan BPOM Halal MUI;Konsumsi;gomina susu etawa spirulina biru herbal alami asli original bantu redakan asma dan infeksi pernafasan bpom halal mui;gomina susu etawa spirulina herbal bantu redakan asma infeksi pernafasan bpom mui;gomina susu etawa spirulina herbal bantu reda asma infeksi nafas bpom mui;20;12;8;40
MatchesFashion;Langganan;matchesfashion;matchesfashion;matchesfashion;1;1;0;0
Fiverr Business;Langganan;fiverr business;fiverr business;fiverr business fiverr;2;3;0;0
Nutriflakes Sereal Sehat Solusi Masalah Asam Lambung Maag, Gerd;Konsumsi;nutriflakes sereal sehat solusi masalah asam lambung maag gerd;nutriflakes sereal solusi lambung maag gerd;nutriflakes real solusi lambung maag gerd;9;6;3;33.3
Peterseli;Konsumsi;peterseli;peterseli;peterseli;1;1;0;0
Little Snitch;Langganan;little snitch;little snitch;little snitch snitch;2;3;0;0
Tarif Malam;Transport;tarif malam;tarif malam;tarif malam malam;2;3;0;0
SECRET CLEAN - ANTISEPTIC HAND SANITIZER SPRAY / 60ml;Kesehatan;secret clean antiseptic hand sanitizer spray ml;secret clean antiseptic hand sanitizer spray;secret clean antiseptic sanitizer spray;9;5;3;33.3
JAMUR KANCING KALENG CHAMPIGNONS 425gr;Konsumsi;jamur kancing kaleng champignons gr;jamur kancing kaleng champignons;jamur kancing kaleng champignons;5;4;1;20
Tokio Marine Life Premi;Tagihan;tokio marine life premi;tokio marine life premi;tokio marine life;4;3;0;0
Internet Bill XL;Tagihan;internet bill xl;internet bill;internet bill bill;3;3;1;33.3
Notion;Langganan;notion;notion;notion;1;1;0;0
Bayar Cicilan Juni;Tagihan;bayar cicilan juni;cicilan juni;cicil juni;3;2;1;33.3
GateGuru;Langganan;gateguru;gateguru;gateguru;1;1;0;0
Snack Jajan Hajatan Songong Wafer Roll Denex KARTONAN ISI 24pcs Termurah;Konsumsi;snack jajan hajatan songong wafer roll denex kartonan isi pcs termurah;snack jajan hajatan wafer denex kartonan;snack jajan hajat wafer denex karton;11;6;5;45.5
Talas bogor kukus;Konsumsi;talas bogor kukus;talas bogor kukus;talas bogor kukus;3;3;0;0
Trigana Air;Transport;trigana air;trigana air;trigana air air;2;3;0;0
NUTRIMAMA 1 (1 blister isi 10 kapsul lunak);Kesehatan;nutrimama blister isi kapsul lunak;nutrimama blister kapsul;nutrimama nutrimama blister kapsul;8;4;5;62.5
Bildr;Langganan;bildr;bildr;bildr;1;1;0;0
IKPS Jamur Kancing Kaleng 425 Gr (Choice Whole);Konsumsi;ikps jamur kancing kaleng gr choice whole;ikps jamur kancing kaleng choice whole;ikps jamur kancing kaleng choice whole;8;6;2;25
Tiket Etihad Airways;Transport;tiket etihad airways;tiket etihad airways;tiket etihad airways;3;3;0;0
1 PCS BASO ACI AYAM SUWIR PEDAS FOOD KALDU PEDAS - EKONOMIS- GUDANGSNACKTGR;Konsumsi;pcs baso aci ayam suwir pedas food kaldu pedas ekonomis gudangsnacktgr;baso aci ayam food kaldu gudangsnacktgr;baso aci ayam food kaldu gudangsnacktgr;13;6;7;53.8
Nuha Bumbu Nasi Kebuli Arab Lengkap Briyani Mandhi Kabsah;Konsumsi;nuha bumbu nasi kebuli arab lengkap briyani mandhi kabsah;nuha bumbu nasi kebuli arab briyani mandhi kabsah;nuha bumbu nasi kebuli arab briyani mandhi kabsah;9;8;1;11.1
Nvtop;Langganan;nvtop;nvtop;nvtop;1;1;0;0
Bayar PPh23 Vendor;Tagihan;bayar pph vendor;pph vendor;pph vendor pph;3;3;1;33.3
MASKER DUCKBILL FM TERMURAH ISI 50 PCS + BOX;Kesehatan;masker duckbill fm termurah isi pcs box;masker duckbill fm;masker duckbill fm;9;3;6;66.7
Sauce Sambal Sachet;Konsumsi;sauce sambal sachet;sauce sambal;sauce sambal;3;2;1;33.3
Flimty Fiber (1 Sachet) - Cobain Dulu!;Kesehatan;flimty fiber sachet cobain dulu;flimty fiber cobain;flimty fiber;7;2;4;57.1
shuttle bus;Transport;shuttle bus;shuttle bus;shuttle bus shuttle;2;3;0;0
T ORGANA SWEET TEA (isi 10 kantong teh);Kesehatan;t organa sweet tea isi kantong teh;organa sweet tea kantong teh;sweet tea kantong teh;8;4;3;37.5
Ask.fm;Langganan;askfm;askfm;askfm;1;1;0;0
Buntil;Konsumsi;buntil;buntil;buntil;1;1;0;0
Tagihan Rumah Petak;Tagihan;tagihan rumah petak;tagihan rumah petak;tagih rumah;3;2;0;0
Ear Plug Pelindung Sumbat Telinga Earplug Ultrafit KOTAK BENING;Kesehatan;ear plug pelindung sumbat telinga earplug ultrafit kotak bening;ear plug pelindung sumbat telinga earplug ultrafit bening;ear plug lindung sumbat telinga earplug ultrafit bening;9;8;1;11.1
AGEN Basreng stik 100gr Termurah Bumbu Basah pedas jeruk Baso goreng snack viral kiloan stik 1kg viral pedas daun jeruk bumbu melimpah;Konsumsi;agen basreng stik gr termurah bumbu basah pedas jeruk baso goreng snack viral kiloan stik kg viral pedas daun jeruk bumbu melimpah;agen basreng stik bumbu jeruk baso goreng snack kiloan stik daun jeruk bumbu;agen basreng stik bumbu jeruk baso goreng snack kilo stik daun jeruk bumbu;22;13;9;40.9
SkyShowtime;Langganan;skyshowtime;skyshowtime;skyshowtime;1;1;0;0
Hers Protex Softcare Pembalut Wanita Wing Bag Isi 20 Pcs x2;Kesehatan;hers protex softcare pembalut wanita wing bag isi pcs x;hers protex softcare pembalut wing bag;hers protex softcare balut wing wing bag;11;7;5;45.5
Paket 3 ( Nasi Ayam Dada Geprek );Konsumsi;paket nasi ayam dada geprek;nasi ayam dada geprek;nasi ayam dada geprek;8;4;4;50
Bllanzanow | Putih Telur Segar Matang 100% Murni — Sayur Gunung ECER;Konsumsi;bllanzanow putih telur segar matang murni — sayur gunung ecer;bllanzanow telur murni sayur gunung;bllanzanow telur murni sayur gunung;12;5;7;58.3
Napster;Langganan;napster;napster;napster;1;1;0;0
Tagihan Tri Mei;Tagihan;tagihan tri mei;tagihan tri mei;tagih mei;3;2;0;0
Madu Akasia;Konsumsi;madu akasia;madu akasia;madu akasia;2;2;0;0
HI LO TEEN VANILA CARAMEL 250G;Kesehatan;hi lo teen vanila caramel g;hi teen vanila caramel;hi teen vanila caramel;6;4;2;33.3
MADU 100% ASLI HUTAN TUALANG MADUKA / AMPUH MENGATASI FLU BATUK DAN NYERI SENDI / Natural Raw Honey (700gr, 280gr, 150gr) /  Madu Anak / Madu Alami / Madu Hutan / Madu liar / Madu gerd / Madu sehat;Konsumsi;madu asli hutan tualang maduka ampuh mengatasi flu batuk dan nyeri sendi natural raw honey gr gr gr madu anak madu alami madu hutan madu liar madu gerd madu sehat;madu hutan tualang maduka ampuh mengatasi flu batuk nyeri sendi raw honey madu madu madu hutan madu madu gerd madu;madu hutan tualang maduka ampuh atas flu batuk nyeri sendi raw honey madu madu madu hutan madu madu gerd madu;39;20;19;48.7
Supabase;Langganan;supabase;supabase;supabase supabase;1;2;0;0
permen proliz lozenges asli 100% exp 2028;Konsumsi;permen proliz lozenges asli exp;permen proliz lozenges exp;permen proliz lozenges exp;7;4;3;42.9
Pickup Ride;Transport;pickup ride;pickup ride;pickup ride;2;2;0;0
Paramex Sakit Kepala Strip Isi 4 Tablet Paracetamol;Kesehatan;paramex sakit kepala strip isi tablet paracetamol;paramex kepala strip tablet paracetamol;paramex kepala strip tablet paracetamol;8;5;3;37.5
Parkir Hari Libur;Transport;parkir hari libur;parkir libur;parkir libur;3;2;1;33.3
Boci Sehot Jawara Pedas Nampoll Baso Aci Gurih;Konsumsi;boci sehot jawara pedas nampoll baso aci gurih;boci sehot jawara nampoll baso aci gurih;boci hot jawara nampoll baso aci gurih;8;7;1;12.5
Remotely;Langganan;remotely;remotely;remotely remotely;1;2;0;0
Bob's Red Mill Instant Rolled Oats 907 gr;Konsumsi;bobs red mill instant rolled oats gr;bobs red mill instant rolled oats;bobs red mill instant rolled oats;8;6;2;25
Tantan (VIP);Langganan;tantan vip;tantan vip;tantan vip tantan;2;3;0;0
Daun Singkong rebus;Konsumsi;daun singkong rebus;daun singkong rebus;daun singkong rebus;3;3;0;0
( 1PACK ) KOREK KUPING BANDUL LOVE MURAH;Kesehatan;pack korek kuping bandul love murah;kuping bandul love;kuping bandul love;8;3;5;62.5
MSNBC;Langganan;msnbc;msnbc;msnbc msnbc;1;2;0;0
Pahe 3 (Nasi Dada + Esteh);Konsumsi;pahe nasi dada esteh;pahe nasi dada esteh;pahe nasi dada esteh;6;4;2;33.3
Kripik Sale Pisang Kering Khas Cilacap 500 gram [2 x 250 gram] rasa Manis Renyah Kriuk Cemilan Snack asli cilacap Keripik Salai Pisang;Konsumsi;kripik sale pisang kering khas cilacap gram x gram rasa manis renyah kriuk cemilan snack asli cilacap keripik salai pisang;kripik pisang cilacap renyah kriuk cemilan snack cilacap keripik salai pisang;kripik pisang cilacap renyah kriuk cemilan snack cilacap keripik salai pisang;23;11;12;52.2
ANTARTIKA - Es Batu Kristal (Cube) / Ice;Konsumsi;antartika es batu kristal cube ice;antartika es batu kristal cube ice;antartika es batu kristal cube ice;8;6;2;25
Maya Sarden Kaleng 155 Gram Sarden Maya Kecil Sarden;Konsumsi;maya sarden kaleng gram sarden maya kecil sarden;maya sarden kaleng sarden maya sarden;maya sarden kaleng sarden maya sarden;9;6;3;33.3
SUHU Masker KF94 MOUSON 4Ply isi 10Pcs Putih Hitam Abu Warna KF 94 4Ply Earloop Surgical Mask;Kesehatan;suhu masker kf mouson ply isi pcs putih hitam abu warna kf ply earloop surgical mask;suhu masker kf mouson ply abu kf ply earloop surgical mask;suhu masker kf mouson ply abu kf ply earloop surgical mask;17;11;6;35.3
10 PCS - Gowell Milky Taro Sachet 30 g;Konsumsi;pcs gowell milky taro sachet g;gowell milky taro;gowell milky taro;9;3;6;66.7
MAG Insurance Motor;Tagihan;mag insurance motor;mag insurance motor;mag insurance motor;3;3;0;0
BLUDER COKRO, ROTI, BLUDER COKRO, BLUDER MADIUN;Konsumsi;bluder cokro roti bluder cokro bluder madiun;bluder cokro roti bluder cokro bluder madiun;bluder cokro roti bluder cokro bluder madiun;7;7;0;0
Ladders;Langganan;ladders;ladders;ladders ladders;1;2;0;0
Siomay;Konsumsi;siomay;siomay;siomay;1;1;0;0
MINYAK TELON TRESNOJOYO 60ML;Kesehatan;minyak telon tresnojoyo ml;minyak telon tresnojoyo;minyak ton tresnojoyo;4;3;1;25
aki mobil;Transport;aki mobil;aki;aki;2;1;1;50
[Bisa COD] Karet power o creative /karet behel lepas pasang/karet behel permanen;Kesehatan;bisa cod karet power o creative karet behel lepas pasangkaret behel permanen;power creative behel pasangkaret behel;power creative behel pasangkaret behel;12;5;7;58.3
The Southland Times;Langganan;the southland times;the southland times;the southland times;3;3;0;0
Tana;Langganan;tana;tana;tana tana;1;2;0;0
Pipet Obat 1 ML, Pipet Obat Bayi 1ML, Pipet Kosmetik 1 ML, Pipet Drop, Penetes Obat, Pipet Kosmetik;Kesehatan;pipet obat ml pipet obat bayi ml pipet kosmetik ml pipet drop penetes obat pipet kosmetik;pipet obat pipet obat pipet kosmetik pipet drop penetes obat pipet kosmetik;pipet obat pipet obat pipet kosmetik pipet drop tetes obat pipet kosmetik;18;12;6;33.3
Tiket Bus Luxury;Transport;tiket bus luxury;tiket bus luxury;tiket bus;3;2;0;0
Fitmeup Botanical Drink Variant Active - Kombinasi Jeruk & Bunga Krisan x 2 pcs;Konsumsi;fitmeup botanical drink variant active kombinasi jeruk bunga krisan x pcs;fitmeup botanical drink active kombinasi jeruk bunga krisan;fitmeup botanical drink active kombinasi jeruk bunga krisan;14;8;6;42.9
KIMO Cotton Bud Baby Dewasa Kecil Besar isi 100 pcs / Korek Kuping Bayi 1 Pack Cotton BUD KIMO;Kesehatan;kimo cotton bud baby dewasa kecil besar isi pcs korek kuping bayi pack cotton bud kimo;kimo cotton bud baby kuping cotton bud kimo;kimo cotton bud baby kuping cotton bud kimo;19;8;11;57.9
I Heart Monday - Double Choco Oatmeal 45gr Nutrisi Tinggi;Konsumsi;i heart monday double choco oatmeal gr nutrisi tinggi;heart monday double choco oatmeal nutrisi;heart monday double choco oatmeal nutrisi;10;6;4;40
Sambel Pecel Khas Nganjuk Bunda Super Pedes 50 Gr;Konsumsi;sambel pecel khas nganjuk bunda super pedes gr;sambel pecel nganjuk bunda pedes;sambel pecel nganjuk bunda pedes;9;5;4;44.4
LiveATC Air Radio;Langganan;liveatc air radio;liveatc air radio;air radio;3;2;0;0
Snipd;Langganan;snipd;snipd;snipd snipd;1;2;0;0
rental motor;Transport;rental motor;rental motor;rental motor rental;2;3;0;0
TERMURAH!!! TOKEN PLN | TOKEN LISTRIK | PULSA PLN | PULSA LISTRIK MURAH 20K 50K 100K;Tagihan;termurah token pln token listrik pulsa pln pulsa listrik murah k k k;token pln token listrik pulsa pln pulsa listrik;token pln token listrik pulsa pln pulsa listrik;16;8;8;50
TOLAK ANGIN TABLET (1 Strip isi 4 Tablet);Kesehatan;tolak angin tablet strip isi tablet;tolak angin tablet strip tablet;tolak angin tablet strip tablet;8;5;3;37.5
PROMO!!!! seblak instan kasohor (tanpa jeruk);Konsumsi;promo seblak instan kasohor tanpa jeruk;seblak kasohor jeruk;seblak kasohor jeruk;6;3;3;50
1 pcs Pasta Gigi Nasa - Odol Nasa - PGN /1 PCS/120GRM;Kesehatan;pcs pasta gigi nasa odol nasa pgn pcsgrm;pasta gigi nasa odol nasa pgn pcsgrm;pasta gigi nasa odol nasa pgn pcsgrm;12;7;5;41.7
SUN Bubur Bayi 6+ Brokoli Wortel Box 120 Gr;Konsumsi;sun bubur bayi brokoli wortel box gr;sun bubur brokoli wortel;sun bubur brokoli wortel;9;4;5;55.6
Exa;Langganan;exa;exa;exa exa;1;2;0;0
Pembayaran GoPayLater;Tagihan;pembayaran gopaylater;pembayaran gopaylater;bayar gopaylater;2;2;0;0
sarung jok mobil;Transport;sarung jok mobil;sarung jok;sarung jok jok;3;3;1;33.3
tiket kereta eksekutif;Transport;tiket kereta eksekutif;tiket kereta eksekutif;kereta tiket eksekutif;3;3;0;0
CTN - Indomilk Kids Coklat Less Sugar 115 mL;Konsumsi;ctn indomilk kids coklat less sugar ml;ctn indomilk kids coklat less sugar;ctn indomilk kids coklat less sugar;9;6;3;33.3
GARLICKYS Daun Parsley Kering Premium Quality 20gr;Konsumsi;garlickys daun parsley kering premium quality gr;garlickys daun parsley quality;garlickys daun parsley quality;7;4;3;42.9
POPOKU PEREKAT L10;Kesehatan;popoku perekat l;popoku perekat;popoku rekat;3;2;1;33.3
Rental with Driver;Transport;rental with driver;rental with driver;rental rental with driver;3;4;0;0
PowerToFly;Langganan;powertofly;powertofly;powertofly powertofly;1;2;0;0
Kendaraan XL;Transport;kendaraan xl;kendaraan;kendara kendara;2;2;1;50
3 PCS - La Fonte Saos Pasta Carbonara 315 Gr copy;Konsumsi;pcs la fonte saos pasta carbonara gr copy;la fonte saos pasta carbonara copy;la fonte saos pasta carbonara copy;11;6;5;45.5
GMAX - Kopi Gingseng STAMINA PRIA RASA Gula Aren 1 Box isi 10 sachet Original Berkualitas BPOM HALAL;Kesehatan;gmax kopi gingseng stamina pria rasa gula aren box isi sachet original berkualitas bpom halal;gmax kopi gingseng stamina gula aren bpom;gmax kopi gingseng stamina gula aren bpom;18;7;11;61.1
Sikat Gigi Anak Bentuk U Bahan Silikon / Training Toothbrush / Tooth Brush Baby Silicon type U 360° Sikat gigi anak bentuk U lembut training toothbrush;Kesehatan;sikat gigi anak bentuk u bahan silikon training toothbrush tooth brush baby silicon type u ° sikat gigi anak bentuk u lembut training toothbrush;sikat gigi bentuk silikon training toothbrush tooth brush baby silicon sikat gigi bentuk training toothbrush;sikat gigi bentuk silikon training toothbrush tooth brush baby silicon sikat gigi bentuk training toothbrush;26;15;11;42.3
